Currency,Date,Time,Open,High,Low,Close,Volume
BTC,2016-06-30,21:00:00,668.0,665.00100028,670.5,670.0,20.00547455
BTC,2016-06-30,22:00:00,670.0,667.10000001,670.79999994,670.35,48.57014564000001
BTC,2016-06-30,23:00:00,670.35,668.0,675.50521606,675.50000002,56.00620961
BTC,2016-07-01,00:00:00,675.50000002,667.0,675.50000002,670.0,33.668782529999994
BTC,2016-07-01,01:00:00,668.52800004,667.95160001,675.2,675.2,48.02439096
BTC,2016-07-01,02:00:00,675.2,672.998,682.59889993,678.2490313,17.021112159999998
BTC,2016-07-01,03:00:00,678.24903133,678.0,687.72019637,682.86690014,33.788478420000004
BTC,2016-07-01,04:00:00,684.86690013,682.9,690.32099999,683.00000003,21.28306518
BTC,2016-07-01,05:00:00,683.00000003,683.0,687.62399978,685.0,21.08674594
BTC,2016-07-01,06:00:00,685.0,680.96421471,686.0,681.19800721,19.24105334
BTC,2016-07-01,07:00:00,685.861,666.7459996,685.861,676.3817375,130.42240288999997
BTC,2016-07-01,08:00:00,677.67997488,674.00000001,680.99,677.274,4.61502157
BTC,2016-07-01,09:00:00,679.26099909,674.60000001,684.46139514,677.0,22.490369809999997
BTC,2016-07-01,10:00:00,677.0,677.0,683.99999999,681.29208694,11.345673340000001
BTC,2016-07-01,11:00:00,682.99999999,678.0,684.89999,678.0,36.55288412
BTC,2016-07-01,12:00:00,678.0,678.0,684.89999,678.8601,20.9141471
BTC,2016-07-01,13:00:00,681.9499999,678.5,681.9499999,681.60099469,16.453277590000003
BTC,2016-07-01,14:00:00,681.60099469,670.73999481,682.52999475,670.73999481,49.79746808
BTC,2016-07-01,15:00:00,670.73999481,670.41600519,678.77443757,675.15863161,11.739275300000001
BTC,2016-07-01,16:00:00,673.7852928,672.1960054,678.0,677.75,17.801031390000002
BTC,2016-07-01,17:00:00,677.75,677.75,683.0,682.99999999,22.949002889999996
BTC,2016-07-01,18:00:00,679.99999999,670.22365805,682.96999995,674.68799481,34.01221287
BTC,2016-07-01,19:00:00,672.11900001,672.0,678.23699159,677.0,5.22333337
BTC,2016-07-01,20:00:00,677.0,672.863,680.0,679.9,46.7596931
BTC,2016-07-01,21:00:00,676.77911253,673.556,681.37999902,675.00000002,67.85133471000002
BTC,2016-07-01,22:00:00,675.00000001,673.25546733,679.68618245,677.111,11.757696210000002
BTC,2016-07-01,23:00:00,677.111,674.0,681.0,677.0,11.042722309999997
BTC,2016-07-02,00:00:00,674.89989999,674.0,679.94999999,675.99999999,6.5860062699999995
BTC,2016-07-02,01:00:00,678.99999998,676.00010034,680.19999999,676.00010034,5.220747739999999
BTC,2016-07-02,02:00:00,680.19999999,675.6113387,682.93999998,678.0,3.952695
BTC,2016-07-02,03:00:00,678.0,675.0,678.5,678.5,6.104323750000001
BTC,2016-07-02,04:00:00,676.00000005,675.00000001,682.99,676.0,7.103183630000001
BTC,2016-07-02,05:00:00,676.0,675.5,680.83899436,677.5,1.71390174
BTC,2016-07-02,06:00:00,678.49999999,677.0,678.49999999,678.49999899,0.40777339999999995
BTC,2016-07-02,07:00:00,678.49999899,677.0,678.49999995,678.49999995,1.47186491
BTC,2016-07-02,08:00:00,678.49999995,675.5,679.99,679.89999481,4.13793793
BTC,2016-07-02,09:00:00,679.89999481,679.89999481,691.16,690.77699974,33.442071829999996
